project_id,project_type,state,district,terrain_type,land_area_hectares,estimated_cost_inr_crore,project_start_year,affected_families_count,title_dispute_rate_percent,local_protest_flag,compensation_multiplier_demand,sia_approval_status,section_11_notification_days,forest_clearance_status,fund_disbursement_percent,sia_approval_status_risk_score,forest_clearance_status_risk_score,C_r,F_r,H_r,W_r,P_r,land_area_log,project_age_years,delay_binary_label,delay_risk_tier,CRS,CRS_tier
MoR-HR-2022-0183,Railway,Haryana,Kurukshetra,Rural_Agri,317.25,2094.57,2022,625,31.97,False,1.76,Approved,150,Not_Required,73.83,0.0,0.0,0.76,0.7935,0.4287,0.5,0.0,2.5028,4,0,Medium,37.19,Moderate
MNRE-OD-2021-0234,Renewable_Energy,Odisha,Angul,Tribal_Schedule_V,61.33,159.87,2021,50,55.51,False,2.63,Pending,244,Approved,16.04,1.0,0.0,1.0,0.4845,0.5579,0.8,0.0,1.7947,5,0,High,56.98,High
MoR-HR-2020-0184,Railway,Haryana,Palwal,Rural_Agri,471.4,2712.68,2020,610,37.98,False,2.8,Exempted,360,Not_Required,49.68,0.0,0.0,1.0,0.7905,0.4287,0.5,0.0,2.6743,6,0,High,41.33,Moderate
MNRE-PB-2024-0191,Renewable_Energy,Punjab,Pathankot,Rural_Agri,22.94,93.55,2024,86,18.48,False,2.64,Exempted,241,Approved,62.26,0.0,0.0,1.0,0.5503,0.356,0.5,0.0,1.3791,2,0,High,37.13,Moderate
MNRE-KA-2022-0566,Renewable_Energy,Karnataka,Uttara Kannada,Rural_Agri,80.11,333.01,2022,213,22.09,False,2.52,Pending,317,Approved,9.95,1.0,0.0,1.0,0.6612,0.4418,0.55,0.0,1.9091,4,0,High,55.07,High
MoR-UP-2021-0818,Railway,Uttar Pradesh,Aligarh,Urban,527.17,1951.74,2021,4309,22.68,False,2.68,Rejected,207,Not_Required,1.47,1.0,0.0,1.0,1.0,0.4761,0.6,0.0,2.7228,5,0,High,62.0,High
NHAI-UP-2019-0819,Highway,Uttar Pradesh,Bulandshahr,Rural_Agri,110.0,227.6,2019,211,23.97,True,1.94,Approved,469,Not_Required,20.44,0.0,0.0,0.94,0.6601,0.4713,0.6,0.7,2.0453,7,1,Very_High,50.5,High
MoR-KA-2024-0567,Railway,Karnataka,Davanagere,Rural_Agri,523.13,3118.28,2024,1290,32.12,False,2.35,Pending,325,Not_Required,49.11,1.0,0.0,1.0,0.8827,0.5163,0.55,0.0,2.7194,2,0,High,58.95,High
NHAI-RJ-2020-0681,Highway,Rajasthan,Pali,Tribal_Schedule_V,115.91,1053.52,2020,101,50.5,False,2.86,Approved,620,Approved,30.02,0.0,0.0,1.0,0.5699,0.5716,0.4,0.0,2.0679,6,1,Very_High,35.47,Moderate
NHAI-GJ-2024-0593,Highway,Gujarat,Sabarkantha,Rural_Agri,221.74,1565.65,2024,374,17.86,False,2.02,Pending,346,Stage_1_Pending,0.0,1.0,1.0,1.0,0.7303,0.5459,0.55,0.0,2.3478,2,0,High,71.28,High
MoR-WB-2025-0265,Railway,West Bengal,Kolkata,Rural_Agri,337.28,2455.44,2025,646,19.65,False,2.38,Pending,225,Not_Required,47.13,1.0,0.0,1.0,0.7976,0.5051,0.8,0.0,2.5293,1,0,High,62.46,High
NHAI-KA-2017-0568,Highway,Karnataka,Tumakuru,Forest_Eco_Sensitive,199.22,1673.87,2017,225,48.65,True,2.59,Pending,531,Approved,16.75,1.0,0.0,1.0,0.6679,0.4867,0.55,0.7,2.3015,9,1,Very_High,65.69,High
NHAI-UP-2019-0820,Highway,Uttar Pradesh,Firozabad,Rural_Agri,251.88,1810.22,2019,848,24.45,False,1.37,Rejected,358,Not_Required,32.6,1.0,0.0,0.37,0.831,0.4713,0.6,0.0,2.4029,7,0,High,48.02,Moderate
NHAI-TN-2019-0509,Highway,Tamil Nadu,Cuddalore,Rural_Agri,196.09,814.48,2019,259,18.48,False,2.08,Rejected,435,Stage_1_Pending,0.0,1.0,1.0,1.0,0.6852,0.4794,0.7,0.0,2.2947,7,1,Very_High,73.49,High
MoR-MP-2023-0464,Railway,Madhya Pradesh,Narmadapuram,Rural_Agri,494.14,1919.58,2023,1183,11.42,False,2.74,Approved,352,Not_Required,73.86,0.0,0.0,1.0,0.872,0.6,0.5,0.0,2.6947,3,0,High,42.76,Moderate
MNRE-BR-2017-0285,Renewable_Energy,Bihar,Purnia,Rural_Agri,39.3,152.11,2017,173,22.7,False,1.58,Exempted,295,Not_Required,29.54,0.0,0.0,0.58,0.6357,0.381,0.75,0.0,1.6053,9,0,High,36.28,Moderate
MNRE-KA-2021-0569,Renewable_Energy,Karnataka,Bagalkote,Rural_Agri,43.34,172.1,2021,58,26.21,False,1.92,Exempted,179,Not_Required,21.5,0.0,0.0,0.92,0.5025,0.4418,0.55,0.0,1.6468,5,0,Medium,35.89,Moderate
MNRE-UP-2024-0821,Renewable_Energy,Uttar Pradesh,Firozabad,Rural_Agri,36.36,131.05,2024,138,9.3,False,2.51,Exempted,264,Not_Required,26.48,0.0,0.0,1.0,0.6081,0.3761,0.6,0.0,1.5724,2,0,High,40.14,Moderate
NHAI-KA-2023-0570,Highway,Karnataka,Udupi,Forest_Eco_Sensitive,150.38,917.68,2023,87,35.0,False,3.11,Approved,329,Approved,21.65,0.0,0.0,1.0,0.5517,0.4867,0.55,0.0,2.1801,3,0,High,38.16,Moderate
MoR-RJ-2017-0683,Railway,Rajasthan,Bikaner,Forest_Eco_Sensitive,259.1,1486.25,2017,362,37.43,False,3.15,Approved,606,Approved,49.24,0.0,0.0,1.0,0.7263,0.5826,0.4,0.0,2.4151,9,1,Very_High,38.21,Moderate
MoR-RJ-2017-0684,Railway,Rajasthan,Jhunjhunu,Tribal_Schedule_V,156.33,802.6,2017,278,63.13,True,2.79,Approved,575,Stage_1_Pending,0.24,0.0,1.0,1.0,0.6939,0.5826,0.4,0.7,2.1968,9,1,Very_High,63.14,High
MNRE-KA-2022-0571,Renewable_Energy,Karnataka,Davanagere,Forest_Eco_Sensitive,88.78,457.75,2022,78,48.3,True,2.91,Approved,486,Stage_1_Pending,0.0,0.0,1.0,1.0,0.5384,0.4418,0.55,0.7,1.9532,4,1,Very_High,63.42,High
NHAI-OD-2024-0235,Highway,Odisha,Jagatsinghpur,Tribal_Schedule_V,171.45,1015.12,2024,191,55.42,True,4.0,Pending,710,Approved,0.0,1.0,0.0,1.0,0.6479,0.6207,0.8,0.7,2.2367,2,1,Very_High,70.34,High
MNRE-TN-2025-0511,Renewable_Energy,Tamil Nadu,Tirunelveli,Urban,8.72,42.47,2025,74,21.32,False,1.46,Approved,103,Not_Required,69.25,0.0,0.0,0.46,0.532,0.3818,0.7,0.0,0.9877,1,0,Medium,31.36,Moderate
NHAI-GJ-2020-0594,Highway,Gujarat,Ahmedabad,Rural_Agri,199.93,1140.36,2020,393,21.5,False,2.59,Exempted,246,Not_Required,57.67,0.0,0.0,1.0,0.7364,0.5459,0.55,0.0,2.303,6,0,High,41.39,Moderate
MoR-MH-2022-0884,Railway,Maharashtra,Ratnagiri,Rural_Agri,205.91,1063.76,2022,475,23.68,False,2.76,Approved,160,Not_Required,61.54,0.0,0.0,1.0,0.7597,0.5481,0.6,0.0,2.3158,4,0,Medium,42.8,Moderate
NHAI-MP-2024-0466,Highway,Madhya Pradesh,Bhopal,Rural_Agri,244.83,1493.13,2024,638,30.71,False,2.13,Exempted,363,Not_Required,58.39,0.0,0.0,1.0,0.796,0.6087,0.5,0.0,2.3906,2,0,High,41.43,Moderate
MoR-RJ-2017-0685,Railway,Rajasthan,Jaisalmer,Rural_Agri,493.36,2958.09,2017,1355,12.26,False,2.03,Exempted,247,Not_Required,43.85,0.0,0.0,1.0,0.8887,0.5826,0.4,0.0,2.694,9,0,High,41.05,Moderate
NHAI-RJ-2023-0686,Highway,Rajasthan,Kota,Rural_Agri,117.09,995.67,2023,287,20.49,False,1.55,Rejected,248,Not_Required,23.12,1.0,0.0,0.55,0.6978,0.5716,0.4,0.0,2.0722,3,0,High,44.84,Moderate
MoR-RJ-2024-0687,Railway,Rajasthan,Udaipur,Urban,214.18,1312.56,2024,1806,22.96,False,1.93,Pending,110,Not_Required,14.43,0.5,0.0,0.93,0.9241,0.5826,0.4,0.0,2.3328,2,0,Medium,47.95,Moderate
MNRE-UP-2022-0824,Renewable_Energy,Uttar Pradesh,Ghaziabad,Rural_Agri,38.04,170.09,2022,91,29.27,False,2.29,Pending,385,Not_Required,0.0,1.0,0.0,1.0,0.5572,0.3761,0.6,0.0,1.5915,4,1,Very_High,54.25,High
MoR-MH-2026-0885,Railway,Maharashtra,Satara,Rural_Agri,431.69,1682.09,2026,2462,28.29,True,2.14,Approved,360,Not_Required,32.18,0.0,0.0,1.0,0.9623,0.5481,0.6,0.7,2.6362,0,0,High,56.84,High
NHAI-AP-2021-0246,Highway,Andhra Pradesh,Prakasam,Rural_Agri,160.08,1076.05,2021,471,21.54,False,2.34,Exempted,172,Not_Required,39.29,0.0,0.0,1.0,0.7587,0.5669,0.75,0.0,2.207,5,0,Medium,45.78,Moderate
MoR-GJ-2016-0595,Railway,Gujarat,Banaskantha,Rural_Agri,448.35,2947.79,2016,888,57.05,False,2.3,Approved,346,Not_Required,42.55,0.0,0.0,1.0,0.8367,0.5431,0.55,0.0,2.6526,10,0,High,43.14,Moderate
MoR-TN-2020-0512,Railway,Tamil Nadu,Villupuram,Rural_Agri,347.22,2644.14,2020,1002,33.96,False,2.94,Exempted,314,Not_Required,56.11,0.0,0.0,1.0,0.8516,0.5002,0.7,0.0,2.5419,6,0,High,46.4,Moderate
MoR-GJ-2025-0596,Railway,Gujarat,Junagadh,Rural_Agri,153.72,741.43,2025,457,30.87,False,1.86,Pending,380,Not_Required,25.17,1.0,0.0,0.86,0.755,0.5431,0.55,0.0,2.1895,1,1,Very_High,54.26,High
MoR-MH-2025-0886,Railway,Maharashtra,Raigad,Rural_Agri,283.89,1117.31,2025,883,18.01,False,2.96,Pending,144,Approved,37.93,0.5,0.0,1.0,0.836,0.5481,0.6,0.0,2.4547,1,0,Medium,51.63,High
NHAI-KA-2019-0573,Highway,Karnataka,Bengaluru Rural,Tribal_Schedule_V,137.61,967.1,2019,149,50.59,False,2.43,Pending,576,Approved,35.05,1.0,0.0,1.0,0.6174,0.4867,0.55,0.0,2.1418,7,1,Very_High,54.31,High
NHAI-RJ-2017-0688,Highway,Rajasthan,Nagaur,Urban,237.16,1374.65,2017,1924,22.27,False,2.45,Approved,91,Not_Required,73.57,0.0,0.0,1.0,0.9319,0.5716,0.4,0.0,2.3769,9,0,Medium,41.81,Moderate
NHAI-TS-2024-0270,Highway,Telangana,Hyderabad,Rural_Agri,126.64,284.68,2024,198,38.34,False,2.86,Pending,279,Not_Required,45.35,1.0,0.0,1.0,0.6523,0.5578,0.5,0.0,2.106,2,0,High,53.91,High
NHAI-JH-2017-0176,Highway,Jharkhand,Dhanbad,Rural_Agri,163.5,1304.66,2017,1007,21.91,False,2.35,Pending,312,Stage_1_Pending,18.6,1.0,1.0,1.0,0.8522,0.6928,0.55,0.0,2.2162,9,0,High,73.41,High
MoR-RJ-2018-0689,Railway,Rajasthan,Jodhpur,Urban,261.32,1083.48,2018,1876,17.36,False,2.47,Approved,122,Not_Required,44.56,0.0,0.0,1.0,0.9288,0.5826,0.4,0.0,2.4188,8,0,Medium,41.75,Moderate
NHAI-TN-2024-0513,Highway,Tamil Nadu,Erode,Rural_Agri,251.94,1531.84,2024,694,51.12,False,2.86,Pending,338,Approved,26.27,1.0,0.0,1.0,0.8064,0.4794,0.7,0.0,2.403,2,0,High,60.61,High
MNRE-UP-2019-0825,Renewable_Energy,Uttar Pradesh,Ghaziabad,Urban,64.35,313.35,2019,759,14.05,False,1.97,Exempted,83,Not_Required,46.35,0.0,0.0,0.97,0.8174,0.3761,0.6,0.0,1.8152,7,0,Low,43.28,Moderate
NHAI-UP-2024-0826,Highway,Uttar Pradesh,Mirzapur,Urban,54.2,385.62,2024,282,9.21,False,2.11,Exempted,185,Not_Required,77.18,0.0,0.0,1.0,0.6957,0.4713,0.6,0.0,1.7419,2,0,High,41.67,Moderate
NHAI-MP-2025-0467,Highway,Madhya Pradesh,Betul,Forest_Eco_Sensitive,206.44,1289.89,2025,133,16.37,False,1.63,Approved,612,Stage_1_Pending,20.52,0.0,1.0,0.63,0.6035,0.6087,0.5,0.0,2.3169,1,1,Very_High,46.59,Moderate
MNRE-OD-2018-0237,Renewable_Energy,Odisha,Bargarh,Rural_Agri,7.74,36.79,2018,37,34.79,False,2.12,Exempted,145,Not_Required,30.67,0.0,0.0,1.0,0.4482,0.5579,0.8,0.0,0.9415,8,0,Medium,41.34,Moderate
MNRE-GJ-2024-0597,Renewable_Energy,Gujarat,Kutch,Urban,79.63,321.08,2024,1823,8.95,False,2.46,Approved,110,Not_Required,65.2,0.0,0.0,1.0,0.9253,0.4634,0.55,0.0,1.9065,2,0,Medium,44.69,Moderate
MNRE-MH-2025-0888,Renewable_Energy,Maharashtra,Amravati,Urban,81.16,435.38,2025,773,14.3,False,1.75,Approved,72,Not_Required,60.84,0.0,0.0,0.75,0.8196,0.4653,0.6,0.0,1.9147,1,0,Low,39.47,Moderate
NHAI-BR-2024-0286,Highway,Bihar,Begusarai,Urban,282.24,1885.5,2024,2407,13.9,False,1.36,Approved,168,Not_Required,64.71,0.0,0.0,0.36,0.9595,0.4694,0.75,0.0,2.4522,2,0,Medium,38.09,Moderate
NHAI-CG-2018-0175,Highway,Chhattisgarh,Janjgir-Champa,Forest_Eco_Sensitive,61.98,281.91,2018,33,34.03,False,2.69,Pending,408,Stage_1_Pending,6.19,1.0,1.0,1.0,0.4345,0.6694,0.55,0.0,1.7992,8,1,Very_High,66.1,High
NHAI-KA-2023-0574,Highway,Karnataka,Dakshina Kannada,Rural_Agri,237.14,2461.58,2023,719,20.82,False,2.31,Rejected,216,Not_Required,9.56,1.0,0.0,1.0,0.8107,0.4867,0.55,0.0,2.3768,3,0,High,57.69,High
NHAI-UP-2022-0828,Highway,Uttar Pradesh,Saharanpur,Rural_Agri,119.8,808.01,2022,229,18.14,True,2.8,Approved,552,Not_Required,38.18,0.0,0.0,1.0,0.6701,0.4713,0.6,0.7,2.0821,4,1,Very_High,51.73,High
MoR-UP-2016-0829,Railway,Uttar Pradesh,Kanpur Nagar,Rural_Agri,334.51,1150.54,2016,1316,28.67,False,2.79,Rejected,384,Stage_1_Pending,26.44,1.0,1.0,1.0,0.8851,0.4761,0.6,0.0,2.5257,10,1,Very_High,74.99,High
MoR-MP-2019-0468,Railway,Madhya Pradesh,Dewas,Forest_Eco_Sensitive,546.75,4462.03,2019,315,45.4,False,2.72,Exempted,619,Stage_1_Pending,13.41,0.0,1.0,1.0,0.7093,0.6,0.5,0.0,2.7386,7,1,Very_High,54.91,High
NHAI-OD-2022-0238,Highway,Odisha,Angul,Tribal_Schedule_V,98.2,653.88,2022,121,48.57,True,2.81,Rejected,692,Not_Required,0.0,1.0,0.0,1.0,0.592,0.6207,0.8,0.7,1.9965,4,1,Very_High,69.36,High
MoR-BR-2023-0287,Railway,Bihar,Patna,Rural_Agri,238.05,925.19,2023,411,24.16,False,1.83,Approved,368,Stage_1_Pending,63.11,0.0,1.0,0.83,0.7419,0.4749,0.75,0.0,2.3785,3,1,Very_High,57.51,High
MoR-OD-2020-0239,Railway,Odisha,Ganjam,Tribal_Schedule_V,347.47,1539.98,2020,244,26.41,True,3.06,Rejected,730,Not_Required,0.0,1.0,0.0,1.0,0.6779,0.7152,0.8,0.7,2.5422,6,1,Very_High,70.86,High
NHAI-KA-2016-0575,Highway,Karnataka,Bagalkote,Rural_Agri,199.35,1623.89,2016,397,25.24,False,2.03,Rejected,460,Not_Required,43.31,1.0,0.0,1.0,0.7377,0.4867,0.55,0.0,2.3018,10,1,Very_High,56.41,High
MoR-TN-2024-0515,Railway,Tamil Nadu,Coimbatore,Rural_Agri,306.73,1550.2,2024,832,26.32,False,1.79,Approved,350,Not_Required,2.98,0.0,0.0,0.79,0.8287,0.5002,0.7,0.0,2.4882,2,0,High,42.33,Moderate
MoR-PB-2015-0192,Railway,Punjab,Fazilka,Rural_Agri,196.44,1345.27,2015,605,29.53,False,1.76,Approved,353,Not_Required,63.65,0.0,0.0,0.76,0.7895,0.4843,0.5,0.0,2.2954,11,0,High,37.12,Moderate
NHAI-TS-2024-0271,Highway,Telangana,Nalgonda,Urban,237.44,1808.18,2024,1977,8.59,False,1.99,Approved,157,Not_Required,56.9,0.0,0.0,0.99,0.9353,0.5578,0.5,0.0,2.3774,2,0,Medium,43.69,Moderate
NHAI-MH-2023-0889,Highway,Maharashtra,Amravati,Rural_Agri,104.73,442.57,2023,188,45.89,False,2.09,Pending,365,Not_Required,18.94,1.0,0.0,1.0,0.6459,0.5256,0.6,0.0,2.0242,3,0,High,55.8,High
NHAI-TN-2024-0516,Highway,Tamil Nadu,Villupuram,Urban,132.85,722.51,2024,1313,19.35,False,1.98,Exempted,184,Not_Required,67.44,0.0,0.0,0.98,0.8849,0.4794,0.7,0.0,2.1266,2,0,High,46.64,Moderate
NHAI-MH-2023-0890,Highway,Maharashtra,Satara,Rural_Agri,134.91,857.87,2023,444,19.02,False,1.55,Approved,332,Not_Required,61.0,0.0,0.0,0.55,0.7514,0.5256,0.6,0.0,2.1333,3,0,High,34.78,Moderate
MNRE-TS-2025-0272,Renewable_Energy,Telangana,Sangareddy,Tribal_Schedule_V,62.73,268.42,2025,57,24.09,True,3.86,Pending,570,Stage_1_Pending,0.0,1.0,1.0,1.0,0.5003,0.4843,0.5,0.7,1.8043,1,1,Very_High,76.76,Critical
NHAI-MP-2020-0469,Highway,Madhya Pradesh,Dhar,Rural_Agri,201.12,1110.12,2020,763,26.49,False,1.22,Pending,282,Not_Required,0.0,1.0,0.0,1.0,0.818,0.6087,0.5,0.0,2.3056,6,0,High,56.82,High
NHAI-WB-2024-0266,Highway,West Bengal,Murshidabad,Rural_Agri,155.7,671.06,2024,625,26.13,False,2.35,Approved,340,Not_Required,46.21,0.0,0.0,1.0,0.7935,0.4936,0.8,0.0,2.1951,2,0,High,47.39,Moderate
MNRE-HP-2019-0049,Renewable_Energy,Himachal Pradesh,Sirmaur,Rural_Agri,71.55,296.99,2019,79,34.7,False,1.88,Pending,296,Not_Required,12.95,1.0,0.0,0.88,0.54,0.5741,0.75,0.0,1.8606,7,0,High,54.85,High
MNRE-RJ-2021-0690,Renewable_Energy,Rajasthan,Udaipur,Rural_Agri,23.72,97.55,2021,77,23.99,False,2.39,Approved,156,Not_Required,28.02,0.0,0.0,1.0,0.5369,0.4767,0.4,0.0,1.393,5,0,Medium,34.89,Moderate
MNRE-UP-2026-0831,Renewable_Energy,Uttar Pradesh,Lakhimpur Kheri,Rural_Agri,58.06,142.95,2026,258,23.48,False,2.12,Pending,279,Not_Required,45.53,1.0,0.0,1.0,0.6847,0.3761,0.6,0.0,1.7713,0,0,High,56.48,High
NHAI-TN-2024-0517,Highway,Tamil Nadu,Tiruchirappalli,Forest_Eco_Sensitive,114.7,1043.09,2024,163,25.65,False,1.56,Exempted,700,Stage_1_Pending,0.0,0.0,1.0,1.0,0.6284,0.4794,0.7,0.0,2.0633,2,1,Very_High,57.5,High
MoR-TS-2024-0273,Railway,Telangana,Adilabad,Tribal_Schedule_V,336.81,1659.03,2024,500,71.01,True,3.23,Approved,626,Not_Required,43.04,0.0,0.0,1.0,0.766,0.5311,0.5,0.7,2.5287,2,1,Very_High,51.41,High
MNRE-MH-2022-0891,Renewable_Energy,Maharashtra,Kolhapur,Rural_Agri,45.34,153.56,2022,158,16.39,False,2.23,Pending,269,Not_Required,65.33,1.0,0.0,1.0,0.6246,0.4653,0.6,0.0,1.666,4,0,High,55.43,High
NHAI-UP-2023-0832,Highway,Uttar Pradesh,Hardoi,Rural_Agri,105.91,546.22,2023,261,7.1,False,1.65,Approved,267,Not_Required,28.46,0.0,0.0,0.65,0.6862,0.4713,0.6,0.0,2.029,3,0,High,35.38,Moderate
NHAI-TN-2021-0518,Highway,Tamil Nadu,Madurai,Rural_Agri,123.69,286.05,2021,386,23.71,False,1.97,Exempted,360,Stage_1_Pending,8.66,0.0,1.0,0.97,0.7342,0.4794,0.7,0.0,2.0958,5,0,High,58.82,High
MoR-KA-2020-0576,Railway,Karnataka,Kalaburagi,Rural_Agri,463.36,3067.11,2020,1198,31.37,True,3.1,Rejected,368,Not_Required,30.42,1.0,0.0,1.0,0.8736,0.5163,0.55,0.7,2.6669,6,1,Very_High,69.29,High
MNRE-MP-2021-0471,Renewable_Energy,Madhya Pradesh,Indore,Forest_Eco_Sensitive,87.17,375.54,2021,110,48.86,False,2.29,Approved,526,Stage_1_Pending,12.53,0.0,1.0,1.0,0.5803,0.5082,0.5,0.0,1.9453,5,1,Very_High,52.66,High
MoR-RJ-2024-0691,Railway,Rajasthan,Nagaur,Tribal_Schedule_V,536.98,3846.96,2024,674,41.98,True,2.98,Rejected,611,Approved,0.0,1.0,0.0,1.0,0.8028,0.5826,0.4,0.7,2.7308,2,1,Very_High,65.05,High
MNRE-TS-2026-0274,Renewable_Energy,Telangana,Suryapet,Rural_Agri,21.86,84.43,2026,43,22.09,False,2.74,Approved,392,Stage_1_Pending,15.25,0.0,1.0,1.0,0.4663,0.4843,0.5,0.0,1.3591,0,1,Very_High,50.66,High
MoR-MH-2026-0892,Railway,Maharashtra,Chhatrapati Sambhajinagar,Rural_Agri,569.42,2461.14,2026,631,34.83,False,1.94,Approved,375,Stage_1_Pending,17.44,0.0,1.0,0.94,0.7947,0.5481,0.6,0.0,2.7562,0,1,Very_High,57.36,High
MoR-TN-2020-0519,Railway,Tamil Nadu,Tirunelveli,Rural_Agri,189.84,1539.5,2020,242,31.57,False,1.87,Pending,118,Not_Required,29.13,0.5,0.0,0.87,0.6769,0.5002,0.7,0.0,2.2807,6,0,Medium,48.57,Moderate
MNRE-OD-2025-0240,Renewable_Energy,Odisha,Balangir,Rural_Agri,155.38,725.8,2025,509,26.11,False,1.68,Approved,351,Not_Required,53.31,0.0,0.0,0.68,0.7682,0.5579,0.8,0.0,2.1942,1,0,High,41.34,Moderate
MoR-KL-2025-0141,Railway,Kerala,Alappuzha,Forest_Eco_Sensitive,555.13,2911.22,2025,664,38.87,False,2.53,Pending,414,Approved,0.0,1.0,0.0,1.0,0.8009,0.6686,0.75,0.0,2.7452,1,1,Very_High,61.52,High
NHAI-KA-2023-0577,Highway,Karnataka,Uttara Kannada,Rural_Agri,125.78,358.85,2023,685,23.92,False,1.78,Exempted,215,Not_Required,51.33,0.0,0.0,0.78,0.8048,0.4867,0.55,0.0,2.1031,3,0,High,38.73,Moderate
NHAI-TN-2023-0520,Highway,Tamil Nadu,Vellore,Rural_Agri,201.2,1120.7,2023,570,8.05,False,2.16,Exempted,295,Not_Required,62.36,0.0,0.0,1.0,0.7822,0.4794,0.7,0.0,2.3058,3,0,High,45.19,Moderate
NHAI-UP-2020-0833,Highway,Uttar Pradesh,Mathura,Urban,226.24,1598.5,2020,3435,11.22,False,2.46,Exempted,148,Not_Required,52.62,0.0,0.0,1.0,1.0,0.4713,0.6,0.0,2.3565,6,0,Medium,47.0,Moderate
MoR-HP-2023-0050,Railway,Himachal Pradesh,Chamba,Forest_Eco_Sensitive,160.71,827.78,2023,363,17.11,False,2.48,Approved,730,Stage_1_Pending,30.59,0.0,1.0,1.0,0.7267,0.7358,0.75,0.0,2.2087,3,1,Very_High,60.22,High
NHAI-RJ-2025-0692,Highway,Rajasthan,Ajmer,Rural_Agri,219.07,1188.22,2025,295,25.89,False,2.28,Pending,308,Not_Required,28.38,1.0,0.0,1.0,0.7012,0.5716,0.4,0.0,2.3426,1,0,High,52.77,High
NHAI-CG-2023-0176,Highway,Chhattisgarh,Surguja,Rural_Agri,183.57,1321.93,2023,2208,32.8,False,2.01,Approved,268,Not_Required,50.28,0.0,0.0,1.0,0.9489,0.6694,0.55,0.0,2.2662,3,0,High,45.11,Moderate
NHAI-MH-2023-0893,Highway,Maharashtra,Bhandara,Rural_Agri,144.42,1529.45,2023,946,30.0,True,2.58,Pending,496,Not_Required,14.46,1.0,0.0,1.0,0.8445,0.5256,0.6,0.7,2.1626,3,1,Very_High,69.78,High
NHAI-KL-2018-0142,Highway,Kerala,Kannur,Rural_Agri,232.16,1051.26,2018,1702,24.8,False,3.04,Approved,261,Not_Required,5.44,0.0,0.0,1.0,0.9168,0.5694,0.75,0.0,2.3677,8,0,High,48.54,Moderate
MoR-RJ-2021-0693,Railway,Rajasthan,Jaisalmer,Rural_Agri,328.44,2168.2,2021,1429,34.45,True,3.05,Rejected,360,Not_Required,13.08,1.0,0.0,1.0,0.8953,0.5826,0.4,0.7,2.5178,5,0,High,66.67,High
MoR-TS-2018-0275,Railway,Telangana,Sangareddy,Tribal_Schedule_V,414.06,1735.76,2018,968,79.78,True,2.64,Pending,730,Stage_1_Pending,0.0,1.0,1.0,1.0,0.8473,0.5311,0.5,0.7,2.6181,8,1,Very_High,82.83,Critical
NHAI-UP-2016-0834,Highway,Uttar Pradesh,Saharanpur,Rural_Agri,92.56,407.89,2016,306,15.55,False,1.63,Approved,245,Not_Required,48.82,0.0,0.0,0.63,0.7057,0.4713,0.6,0.0,1.9711,10,0,High,35.37,Moderate
NHAI-KA-2018-0578,Highway,Karnataka,Udupi,Urban,197.58,1135.06,2018,2540,33.86,True,2.1,Approved,318,Not_Required,33.55,0.0,0.0,1.0,0.9661,0.4867,0.55,0.7,2.2979,8,0,High,55.91,High
NHAI-WB-2023-0267,Highway,West Bengal,Nadia,Urban,192.98,1735.97,2023,767,22.51,False,1.69,Approved,117,Not_Required,57.97,0.0,0.0,0.69,0.8187,0.4936,0.8,0.0,2.2878,3,0,Medium,42.4,Moderate
NHAI-WB-2024-0268,Highway,West Bengal,Purba Medinipur,Rural_Agri,153.9,985.33,2024,493,11.8,False,1.74,Approved,204,Not_Required,12.28,0.0,0.0,0.74,0.7643,0.4936,0.8,0.0,2.1901,2,0,High,42.33,Moderate
NHAI-WB-2023-0269,Highway,West Bengal,South 24 Parganas,Rural_Agri,89.68,439.74,2023,322,30.2,False,1.95,Pending,333,Not_Required,7.15,1.0,0.0,0.95,0.712,0.4936,0.8,0.0,1.9575,3,0,High,60.08,High
MoR-OD-2026-0241,Railway,Odisha,Sundargarh,Forest_Eco_Sensitive,258.28,1194.78,2026,389,39.17,True,2.81,Exempted,610,Stage_1_Pending,0.0,0.0,1.0,1.0,0.7352,0.7152,0.8,0.7,2.4138,0,1,Very_High,71.87,High
MNRE-RJ-2024-0694,Renewable_Energy,Rajasthan,Udaipur,Rural_Agri,78.17,317.4,2024,317,11.22,False,2.2,Approved,234,Not_Required,71.98,0.0,0.0,1.0,0.71,0.4767,0.4,0.0,1.8986,2,0,High,37.93,Moderate
MNRE-RJ-2022-0695,Renewable_Energy,Rajasthan,Udaipur,Rural_Agri,80.82,341.77,2022,91,13.66,False,2.31,Approved,120,Approved,92.55,0.0,0.0,1.0,0.5572,0.4767,0.4,0.0,1.9129,4,0,Medium,35.25,Moderate
MoR-AS-2019-0104,Railway,Assam,Kamrup Metropolitan,Forest_Eco_Sensitive,322.9,1446.13,2019,176,30.97,False,3.01,Approved,545,Stage_1_Pending,12.15,0.0,1.0,1.0,0.6378,0.6842,0.85,0.0,2.5104,7,1,Very_High,60.66,High
MNRE-MH-2021-0894,Renewable_Energy,Maharashtra,Satara,Rural_Agri,46.39,189.73,2021,233,35.49,False,2.31,Approved,260,Not_Required,26.02,0.0,0.0,1.0,0.6722,0.4653,0.6,0.0,1.6757,5,0,High,41.26,Moderate
